^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS111
!dataset_title = Steady-state temperature (y14)
!dataset_description = Samples collected from cells grown continuously at 15°C, 17°C, 21°C, 25°C, 29°C, 33°C and 36°C. Included as part of a detailed characterization of global expression programs triggered by stress.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 11102521
!dataset_platform = GPL54
!dataset_platform_organism = Saccharomyces cerevisiae
!dataset_platform_technology_type = spotted DNA/cDNA
!dataset_feature_count = 9216
!dataset_sample_organism = Saccharomyces cerevisiae
!dataset_sample_type = RNA
!dataset_channel_count = 2
!dataset_sample_count = 8
!dataset_value_type = log ratio
!dataset_reference_series = GSE18
!dataset_order = ordered
!dataset_update_date = Nov 03 2005
^SUBSET = GDS111_1
!subset_dataset_id = GDS111
!subset_description = 15°C
!subset_sample_id = GSM1041
!subset_type = temperature
^SUBSET = GDS111_2
!subset_dataset_id = GDS111
!subset_description = 17°C
!subset_sample_id = GSM1047
!subset_type = temperature
^SUBSET = GDS111_3
!subset_dataset_id = GDS111
!subset_description = 21°C
!subset_sample_id = GSM1042
!subset_type = temperature
^SUBSET = GDS111_4
!subset_dataset_id = GDS111
!subset_description = 25°C
!subset_sample_id = GSM1043
!subset_type = temperature
^SUBSET = GDS111_5
!subset_dataset_id = GDS111
!subset_description = 29°C
!subset_sample_id = GSM1044
!subset_type = temperature
^SUBSET = GDS111_6
!subset_dataset_id = GDS111
!subset_description = 33°C
!subset_sample_id = GSM1045
!subset_type = temperature
^SUBSET = GDS111_7
!subset_dataset_id = GDS111
!subset_description = 36°C
!subset_sample_id = GSM1046,GSM1055
!subset_type = temperature
^DATASET = GDS111
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM1041 = Value for GSM1041: steady state 15 dec C; src: pool; src: 15 deg C
#GSM1047 = Value for GSM1047: steady state 17 dec C; src: pool; src: 17 deg C
#GSM1042 = Value for GSM1042: steady state 21 dec C; src: pool; src: 21 deg C
#GSM1043 = Value for GSM1043: steady state 25 dec C; src: pool; src: 25 deg C
#GSM1044 = Value for GSM1044: steady state 29 dec C; src: pool; src: 29 deg C
#GSM1045 = Value for GSM1045: steady state 33 dec C; src: pool; src: 33 deg C
#GSM1046 = Value for GSM1046: steady state 36 dec C; src: pool; src: 36 deg C
#GSM1055 = Value for GSM1055: steady state 36 dec C: y14n095; src: pool; src: 36 deg C
!dataset_table_begin
ID_REF	IDENTIFIER	GSM1041	GSM1047	GSM1042	GSM1043	GSM1044	GSM1045	GSM1046	GSM1055
277	LCB5	-0.113	-0.433	0.129	0.231	0.322	0.574	0.817	0.443
278	YPT6	0.186	0.518	0.566	0.67	0.63	0.062	-0.047	0.005
279	RPS28B	-0.05	0.467	0.546	0.541	0.61	0.31	0.321	0.097
280	PDR8	0.342	0.204	0.45	0.35	0.127	0.384	0.2	0.082
281	SEC22	-0.577	-0.117	0.302	0.571	0.654	0.493	0.661	0.438
282	DCS1	0.526	0.238	0.062	0.075	0.146	0.419	0.283	0.439
283	ATG33	0.938	0.352	-0.068	-0.233	0.068	0.108	0.747	0.233
284	YLR358C	0.009	-0.442	0.28	0.152	0.136	0.029	0.25	-0.164
285	VPS38	-0.26	-0.203	0.021	0.051	0.252	0.511	0.768	0.302
286	STE11	0.188	-0.038	0.225	0	0.205	0.348	0.387	-0.051
287	GRX8	-0.137	0.255	0.261	0.054	0.173	0.161	0.608	0.165
288	YLR366W	-0.848	-0.526	-0.459	-0.606	0.126	-0.193	-0.722	-0.184
289	SST2	-0.19	-0.232	0.428	0.769	0.587	0.65	-0.534	-0.432
290	FMP27	-1	0.637	-1.485	0.848	0.447	-0.222	-0.322	1.907
291	YLR456W	0.018	0.348	0.235	0.124	0.444	0.019	0.168	-0.028
292	YLR458W	-0.139	-0.277	0.21	-0.088	0.344	-0.044	-0.41	-0.249
293	YLR460C	1.263	0.436	0.122	0.022	-0.008	-0.446	-0.921	0.918
294	YLR462W	0.65	-1.033	0.273	0.281	0.349	1.453	-0.449	-1.049
295	YML096W	-0.068	-0.088	0.292	0.413	0.24	0.341	0.636	-0.025
296	TAF13	0.009	0.477	0.372	0.303	0.279	0.022	0.133	0.063
297	TSL1	0.174	-1.154	-1.312	-1.003	-0.531	1.405	1.728	1.287
298	CAC2	0.22	0.17	0.525	0.433	0.181	0.152	0.265	-0.081
299	MDM1	-0.261	-0.57	0.007	0.26	0.32	1.195	0.538	0.202
300	URA5	0.376	0.597	0.739	0.589	0.457	0.082	0.076	-0.227
301	UBX4	0.289	0.288	0.32	0.329	0.103	0.299	0.602	0.132
302	NAT4	-0.112	-0.391	0.042	-0.084	0.09	0.165	0.528	0.017
303	TVP18	0.468	0.64	0.361	0.346	0.213	0.076	0.349	0.033
304	IRC21	0.187	0.392	0.349	0.24	0.363	0.152	0.436	0.033
305	RCO1	0.041	-0.318	0.204	0	0.255	0.415	0.423	0.242
306	VPS20	0.071	0.144	0.434	0.212	0.447	-0.151	-0.419	-0.136
307	DDR48	1.19	0.828	0.761	0.034	-0.367	-0.212	0.261	0.177
308	MMT1	0.213	0.282	0.516	0.151	0.05	-0.188	-0.062	-0.029
309	SPT21	-0.309	0.914	0.306	0.522	0.213	0.39	0.135	-0.093
310	YMR181C	0.911	0.335	0.141	-0.134	-0.072	-0.307	0.928	0.444
311	SSO2	-0.032	0.123	0.439	0.331	0.363	0.189	0.2	-0.074
312	RTP1	0.375	0.057	0.451	0.379	0.214	0.133	0.154	0.058
313	CAT8	1	-0.7	-1.064	0.181	-0.126	-0.737	-0.206	0.7
314	AEP2	-0.064	0.007	0.401	0.296	0.522	0.241	-0.204	-0.183
315	YKU70	-0.737	0.536	-0.111	0.344	-0.093	0	-0.126	1.241
316	DSS1	0.226	-0.341	0.291	0.263	0.329	0.343	-0.055	-0.018
317	ABZ2	-0.043	-0.292	0.283	0.367	0.408	0.099	0.21	0.056
318	TDA1	1.028	0.214	-0.276	-0.197	-0.106	0.253	0.587	0.319
319	MSG5	0.454	0.402	0.361	0.113	0.288	0.119	-0.005	-0.231
320	POR1	0.434	0.186	-0.526	-0.491	0.149	0.803	1.336	1.179
321	YNL057W	0.079	-0.019	0.094	0.272	0.052	0.413	0.551	0.03
322	ARP5	0.232	-0.198	0.615	0.268	0.387	0.306	-0.378	-0.549
323	NOP2	0.649	0.072	0.721	0.336	0.194	-0.152	-0.396	-0.244
324	MTQ1	0.447	0.646	0.195	0.189	0.24	0.138	0.627	0.245
325	PGA2	0.106	0.63	0.515	0.199	0.292	-0.032	0.247	-0.067
326	RPC31	-0.011	0.523	0.683	0.472	0.554	-0.072	-0.109	-0.351
327	GIM3	-0.095	0.574	0.542	0.204	0.479	-0.047	-0.089	-0.499
328	CUZ1	-0.162	0.439	0.465	0.246	0.268	0.083	0.305	-0.078
329	IGO1	0.161	0.501	0.202	-0.07	0.211	0.027	0.392	0.232
330	ASI2	0.241	0.153	0.051	-0.125	0.288	0.367	0.81	0.474
331	CWC25	0.035	0.167	0.144	-0.04	0.345	0.099	0.434	-0.042
332	YNL247W	-0.158	-0.394	0.522	0.639	0.459	0.787	0.245	0.221
333	MPA43	0.263	-0.037	0.035	0.035	0.085	0.186	0.029	-0.368
334	NRD1	0.401	-0.142	0.26	0.351	0.1	0.346	0.069	-0.206
335	TEX1	0.364	0.271	0.265	0.099	0.18	0.038	0.19	0.01
336	GIS2	0.618	0.636	0.854	0.569	0.341	-0.205	-0.622	-0.482
337	ATO2	-0.517	0.187	0.02	-0.222	0.1	-0.087	0.222	0.389
338	SWM2	0.428	0.29	0.585	0.1	0.03	-0.431	-0.057	0
339	VPS27	0.12	-0.235	0.334	0.146	0.422	0.29	-0.069	-0.114
340	LRO1	-0.033	-0.194	-0.125	0.205	0.456	0.972	0.214	-0.048
341	CSE2	0.07	0.265	0.313	0.382	0.585	0.125	0.234	-0.198
342	URK1	-0.235	-0.102	0.196	0.473	0.625	0.156	0.173	-0.051
343	DIS3	0.291	-0.06	0.41	0.366	-0.014	0.567	-0.045	-0.427
344	IFM1	0.499	-0.026	0.407	0.053	0.285	0.277	0.031	-0.196
345	LAG2	0.166	-0.299	0.086	0.241	0.315	0.463	0.479	0.05
346	MDM38	0.279	0.139	0.564	0.174	0.305	-0.176	0.122	-0.142
347	YOL029C	0.051	-0.241	0.262	0.074	0.183	0.012	0.208	-0.053
348	SIL1	0.491	0.353	0.594	0.258	0.112	-0.081	-0.114	-0.205
349	MSN1	-0.083	0.031	0.286	0	0.234	0.162	0.461	0.216
350	YOL118C	0.379	0.615	-0.303	-0.312	0.051	0.087	0.312	0.445
351	RPL18A	0.147	0.407	0.867	0.477	0.615	0.056	0.218	-0.045
352	SMF1	0.351	0.224	0.345	0.057	0.236	0.325	0.575	0.337
353	TRM11	-0.044	0.023	0.671	0.342	0.376	-0.209	0.096	-0.102
354	MDH2	0.203	-0.184	0.189	0.458	0.434	0.433	-0.267	-0.306
355	DBP5	-0.274	-0.144	0.343	0.294	0.603	0.424	0.247	-0.024
356	RAT1	-0.3	0.415	-0.041	0.152	-1.138	0.206	0.474	1.562
357	YOR050C	-0.318	0.086	-0.14	-0.336	0	-0.202	-0.266	-0.491
358	TMC1	-0.189	-0.038	0	-0.285	0.121	0.446	1.106	0.422
359	VHS3	0.31	-0.421	0.295	-0.064	-0.093	0.42	0.372	0.032
360	NOB1	-0.067	-0.152	0.751	0.504	0.034	-0.343	-0.318	-0.46
361	LSC1	0.583	0.174	0.146	0.221	0.495	0.358	-0.03	-0.099
362	ELG1	-0.522	-0.349	-0.171	0.337	0.554	0.434	0.19	-0.515
363	YOR146W	0.012	0.531	0.528	0.358	0.387	-0.209	-1.195	-0.112
364	SPP2	0.151	0.063	0.214	0.12	0.324	-0.201	-0.039	-0.17
365	MRPL23	0.371	0.505	0.065	0.137	0.101	-0.125	0.247	0.218
366	ATG40	0.502	0.563	-0.81	-0.54	-0.316	0.132	0.716	0.451
367	YOR238W	-0.121	0.42	0.017	0.033	0.237	0.176	0.36	0.493
368	ABP140	0.142	0.154	0.507	0.545	0.579	0.131	-0.128	-0.128
369	SSP2	-0.423	-0.379	0.184	0.4	0.168	-0.015	0.384	0.144
370	ESA1	-0.069	0.204	0.283	0.462	0.331	0.099	-0.17	-0.043
371	ENV9	0.249	0.193	0.564	0.359	0.276	0.034	0.184	0.052
372	YOR248W	0.838	0.13	0.488	0.39	0.313	-0.165	0.243	-0.247
373	MRS2	-0.263	0.534	0.29	-0.379	-0.241	-0.628	0.379	4.17
374	KRE5	-0.084	-0.363	0.282	-0.291	0.074	-0.166	-0.184	null
375	YOR338W	-0.678	1.222	0.737	0	-0.222	-0.348	-0.585	0.241
376	RPA43	-0.807	-0.531	-0.585	0	0.17	-0.585	-0.778	-0.823
377	YOR342C	-0.202	0.294	0.2	0.403	-0.076	-0.16	-0.568	-0.39
378	TYE7	1.37	1.05	0.521	0.262	-0.69	-1.17	-0.564	-0.589
379	PMA2	-0.074	0.181	0.09	-0.333	0.379	-0.126	0.16	-0.051
380	MET31	-0.039	0.36	0.442	0.45	0.333	-0.124	0.265	-0.19
381	ISM1	-0.585	0.585	0.678	0.392	-0.737	0	1.17	0.263
382	SSN3	0	0.678	-0.566	0.313	-0.848	-0.248	0.474	-0.379
383	YPL044C	0.257	-0.05	0.689	0.566	-0.103	-0.306	-0.752	-0.695
384	ELC1	0.277	0	-0.156	-0.245	-0.193	-0.237	-0.234	-1.143
385	COX11	0.08	0.262	0.091	0.279	0.278	-0.038	-0.087	-0.056
386	ODC1	0.389	0.163	0.173	0.015	0.16	-0.094	0.036	-0.117
387	YPL136W	0.02	-0.745	-0.551	-0.156	0.042	1.885	0.288	-0.127
388	SPP1	-0.17	-0.152	-0.314	0.311	0.329	0.046	0.25	0.231
389	MKK2	-0.063	-0.166	-0.343	0.074	0.163	0.334	0.439	0.881
390	YPL142C	0.135	0.613	0.309	0.472	0.552	-0.038	-0.072	-0.159
391	CET1	0.211	0.018	0.371	0.252	0.437	0.191	-0.097	-0.439
392	USV1	0.217	-0.737	-0.755	-0.399	-0.066	0.176	0.644	0.455
393	SSO1	0.334	0.214	0.467	0.477	0.393	-0.06	0.048	-0.41
394	VMA11	0.747	0.967	0.692	0.359	0.213	-0.176	-0.181	-0.35
395	ENV7	0.435	0.818	0.152	0.059	0.078	0.117	0.442	-0.089
396	YPL238C	0.074	0.145	0.756	0.685	0.477	0.052	-0.259	-0.774
397	TIF5	0.306	0.25	0.719	0.293	0.303	0.097	0.134	-0.229
398	RPL43A	0.013	0.715	0.792	0.469	0.553	-0.048	0.13	-0.25
399	THP3	0.164	-0.167	0.324	-0.041	0.32	1.251	0.386	0.137
400	MSF1	0.659	0.483	0.014	-0.022	-0.098	-0.101	0.239	-0.288
401	ATG11	0.029	-0.796	0.06	0.114	0.084	0.52	0.578	0.053
402	MAK3	0.685	0.774	0.655	0.237	0.18	-0.303	-0.567	-0.555
403	RRP9	0.316	-0.13	0.599	0.751	0.17	0.13	-0.061	-0.122
404	LOA1	0.152	0.614	0.486	0.364	0.443	0.201	0.044	-0.146
405	KAR3	-0.365	-0.047	0.08	0.539	0.553	0.214	0.533	-0.196
406	RRP15	0.22	0.479	0.848	0.421	-0.032	-0.814	-0.556	-0.916
407	ASN1	0.45	-0.344	0.889	0.553	0.533	0.28	-0.328	-0.545
408	YPR147C	0.273	0.359	0.326	0.383	0.126	0.081	0.48	0.496
409	NORF 1	-0.135	-0.154	-0.593	0.081	-0.074	0.089	-0.084	0.175
410	NORF 5	0.144	0.387	-0.206	0.17	-0.893	-1	0.087	-0.174
411	NORF 9	1	-0.663	0	-0.222	-0.531	-0.241	-0.07	null
412	NORF 13	0.56	0.454	-0.514	-0.518	-0.101	0.206	0.724	0.839
413	NORF 17	0.19	0.181	-0.122	0.245	0.247	-0.223	0.031	0.085
414	NORF 21	0.068	0.735	0.456	0.204	0.439	-0.26	0.267	0.14
415	TFC3	0.058	-0.065	0.3	0.451	0.126	0.327	0.272	-0.179
416	ATS1	0.087	0.124	0.165	0.169	0.243	0	0.574	0.171
417	GPB2	0.563	0.193	0.226	0.209	-0.144	0.354	0.379	-0.652
418	YAT1	0.15	-0.454	0.269	-0.256	0.189	0.489	-0.303	-0.488
419	HIR1	0.254	0	0.349	0.402	0.356	0.294	0.336	0.459
420	EDE1	0.616	-0.989	0.243	0.154	0.091	0.748	0.091	-0.474
421	PRP22	0.102	0.076	0.399	0.279	0.322	0.28	0.212	-0.472
422	GIP2	-0.504	-0.459	-0.626	-0.761	-0.186	0.315	0.705	0.339
423	PTC2	0.38	-0.03	0.416	0.182	0.266	0.196	-0.043	-0.198
424	YER134C	-0.019	0.06	0.408	0.203	0.255	0.32	0.356	0.051
425	YER138C	-0.431	-2.392	0.417	0.639	0.561	1.641	0.463	-0.303
426	BRR2	0.139	-1.26	0.486	0.333	0.336	0.677	0.078	-0.174
427	URB1	0.033	-0.99	0.434	0.323	0.077	0.973	0.042	-0.133
428	TPK3	-0.095	0.03	0.563	0.537	0.444	-0.009	-0.198	-0.281
429	MST1	0.502	0.737	0.224	-0.087	0.131	-0.013	0.174	0.029
430	TOR2	-0.798	-0.322	-0.307	0	0.093	0.585	0.692	0.491
431	DYN1	-0.434	-0.485	-0.123	0.089	-0.553	-0.193	-0.115	0.469
432	DPS1	-0.099	-0.345	0.478	0.239	0.314	0.218	-0.127	0.141
433	YOR314W	0.344	0.778	0.046	0	0.234	-0.16	-0.466	-0.258
434	CIR2	-0.25	0.064	0.098	0.14	0.528	0.39	0.288	0.111
435	FIT3	0.239	0.055	-0.494	0.095	0.024	-1.81	2.072	1.567
436	RQC2	-0.241	-0.68	0.176	0.396	0.206	1.19	0.111	-0.428
437	YTA6	0.253	0.218	0.286	0.031	0.447	0.126	0.322	-0.632
438	NOG1	0.383	-0.104	0.72	0.515	0.337	-0.136	-0.278	-0.525
439	PAI3	0.431	0.066	0.193	0.234	-0.064	-0.363	-0.181	0.694
440	TMA20	0.044	0.777	0.465	0.231	0.513	0.143	-0.113	0.162
441	YML058C-A	0.213	-0.158	-0.045	0.198	0.098	0.727	0.151	-0.419
442	YMR324C	-0.222	0.415	-0.17	0.415	-0.107	-0.322	1	0.222
443	YIL082W-A	0.233	-0.715	0.324	0.347	0.013	0.608	0.511	-0.037
444	YHR214C-B	-0.247	-2.494	0.411	0.897	0.932	2.651	0.757	-0.273
445	MRP10	0.31	1.057	0.387	0.438	0.341	-0.16	0	0
446	PRP42	0.309	0.603	0.479	0.628	0.103	0.276	0.107	0.314
447	SEC26	-0.138	1.807	0.107	-0.16	-0.415	0.193	-0.585	2.322
448	AMD2	0.462	-0.468	0.317	0.074	0.138	0.123	0.871	0.871
449	PEX5	0.069	0.12	0.186	0.274	0.179	0.593	0.123	0.222
450	PMP2	0.722	1.023	0.382	0.368	-0.028	-0.17	-0.004	0.11
451	LTE1	-0.212	-0.848	0.143	0.171	0.035	0.096	-0.136	0.035
452	YAL065C	0.438	-0.329	0.146	0.08	-0.07	0.241	0.62	1.17
453	PEP1	0.585	-0.611	0.485	0.392	-0.052	0.485	0.069	0.206
454	BOI1	0.385	-0.476	0.231	0.263	-0.16	0.363	0.144	0.097
455	ENA2	0.588	-0.79	0.26	0.281	-0.096	0.322	0.518	0.326
456	ARO1	-0.158	-0.559	0.456	0.444	0.363	0.379	0.585	-0.485
457	NUD1	0	-0.926	-1.322	0.193	-0.17	-1.415	-1.354	-1.135
458	SWI1	-1	-0.503	0.093	0.617	-0.241	-0.152	0.107	-0.138
459	TCO89	-0.28	-0.628	-0.254	-0.322	-0.064	-0.078	0.431	-0.148
460	RGC1	0.222	-0.485	-0.387	0.041	-0.202	0.054	0	-0.399
461	YPR147C	-0.093	0.005	-0.347	0.199	0.469	0.22	0.303	0.078
462	YCL021W	-0.322	-0.876	-0.438	0.328	0.076	0.542	0.146	-0.425
463	SNX4	0.519	0.624	0.366	0.4	-0.153	-0.036	-0.107	-0.796
464	MHP1	0	-1.546	-0.1	-0.285	0.082	1.075	0	-0.348
465	MTR4	0.033	-0.383	0.5	0.55	0.147	0.884	-0.236	-0.509
466	NUP82	-0.328	-0.357	0.181	0.43	0.294	0.64	0.371	-0.344
467	KHA1	0.371	-0.308	-0.143	0.014	0.104	0.472	0.486	0.261
468	YJL120W	-0.116	0.125	0.157	0.119	0.152	0	0.418	0.072
469	GPB1	-0.067	-0.231	0.423	0.263	-0.074	0.515	0.344	-0.222
470	FRE5	0.796	-0.299	0.456	0.124	-0.357	0.633	0.341	-0.172
471	TFC8	-0.105	-0.094	0.169	0.377	0.31	0.33	0.266	-0.615
472	RAD1	0.152	-0.785	-0.126	0.232	0.023	0.585	0.146	-0.165
473	SVL3	0.65	-0.301	0.538	0.541	0.19	0.576	-0.271	-0.143
474	YPL039W	-0.029	0.485	0.395	0.327	0.29	0.076	-0.358	0.155
475	YCR001W	-0.273	0.107	-0.053	0.08	0.51	-0.28	-0.249	-0.279
476	PMP1	0.403	0.957	0.532	0.005	-0.037	-0.333	-0.118	-0.001
477	YDL228C	-0.036	0.119	0.396	0.372	0.234	-0.12	0.17	0.737
478	OST4	0.142	0.989	0.256	0.178	0.042	-0.316	-0.397	0.139
479	COS7	0.713	0.508	0.267	0.581	0.186	0.191	-0.675	-0.518
480	KCS1	0.499	-0.403	0.157	0.081	-0.018	0.315	-0.415	-0.386
481	VPS8	0.045	0.202	-0.239	0.038	0.059	0.055	0.114	0.303
482	PSK1	0.282	-0.485	0.35	0.228	0.29	-0.292	0.022	0.079
483	PMT2	0.153	-0.269	0.171	0.263	0.303	0.441	0.252	-0.055
484	POP5	-0.03	-0.348	0.147	0.259	0.341	1.088	0.204	0.816
485	FLC2	0.011	-0.187	0.196	0.333	0.373	-0.142	0.191	-0.215
486	FLO9	-0.101	-0.135	0.489	0.354	0.477	0.075	0.288	0.238
487	EMPTY	0.482	-0.096	0.48	0.198	0.221	0.587	0.124	-0.276
488	EMPTY	0.345	0.515	0.222	0.232	-0.158	0.306	0.31	-0.407
489	EMPTY	0.096	0.047	-0.042	0.232	0.259	0.324	0.551	0.273
490	EMPTY	0.35	0.44	0.462	0.416	0.243	-0.081	-0.292	-0.428
491	EMPTY	0.12	0.127	0.013	0.271	0.381	0.012	0.276	-0.06
492	EMPTY	0.599	0.742	0.242	0.212	0.173	-0.089	-0.069	-0.305
493	EMPTY	-0.026	0.177	0.116	0.052	0.383	0.167	0.303	0.07
494	EMPTY	0.533	0.597	-0.597	0.1	-0.334	0.038	0.491	0.294
495	EMPTY	0.199	0.988	0.805	0.369	0.553	0.179	0.247	0.022
496	EMPTY	0.365	0.397	0.08	0.151	-0.024	0.105	0.678	0.449
497	EMPTY	-0.216	0.322	0.607	0.585	0.517	-0.192	-0.284	-0.399
498	EMPTY	0.124	0.276	0.191	0.333	0.564	0.314	-0.39	-0.299
499	EMPTY	-0.194	-0.116	0.411	0.471	0.53	0.387	-0.276	0.045
500	EMPTY	-0.585	1.28	-1.585	0	-0.126	0.152	-0.093	-0.61
501	EMPTY	-0.11	0.196	0.043	0.133	0.441	0.078	-0.167	-0.435
502	EMPTY	-0.075	0.496	-0.17	0.093	-0.072	0.379	0.953	0.442
503	EMPTY	0.043	-0.163	0.14	0.355	0.207	0.194	0.019	-0.161
504	EMPTY	0.076	0.371	0.233	0.47	0.285	-0.399	-0.415	-0.287
505	ATO2	0.093	-0.481	-0.093	0.095	0.248	0.9	0.598	-0.331
506	SWM2	0.585	-0.23	0.095	0.033	0.08	0.469	0.211	-0.421
507	VPS27	0.146	0.245	0.428	0.221	0.501	0.537	0.08	-0.101
508	LRO1	0.089	0.811	0.454	0.368	0.415	-0.199	0.231	-0.108
509	CSE2	0.625	-0.041	0.056	0.093	0.104	0.196	0.33	-0.011
510	URK1	0.394	-0.937	0.178	0.143	0.043	0.765	0.44	0.415
511	DIS3	-0.778	0.29	0.874	0.415	-0.585	0	null	-0.608
512	IFM1	-0.585	0.807	-1.807	0	-1.585	-2.087	null	null
513	LAG2	0.363	1.059	-1.115	1.222	-2	-0.83	0.7	null
514	MDM38	-0.263	-0.737	-0.193	0	0.585	null	null	null
515	YOL029C	-0.585	0.848	0.415	0.678	-0.807	-0.322	null	null
516	SIL1	-1.138	0.585	-0.848	1	-2.55	-0.193	null	-0.363
517	MSN1	null	1.322	-1	-1	0.737	null	null	0.854
518	YOL118C	2	0.222	0.737	null	-0.737	0.807	-2.585	null
519	RPL18A	null	null	-2.585	0	-2.459	null	null	null
520	SMF1	-2.032	1.322	-1	-0.737	0.322	0.737	null	null
521	TRM11	-2	2	0.585	1.585	null	-1	null	-0.322
522	MDH2	0	0.222	-0.678	-0.585	0	-1	null	null
523	DBP5	null	0	-2.322	1.585	null	null	null	null
524	RAT1	null	2	0	-0.447	0.585	-0.737	1.585	null
525	YOR050C	0	null	-1.585	null	null	0	-1.263	null
526	TMC1	null	-0.737	-0.585	0	-1	-1	null	null
527	VHS3	-0.266	0	-1.585	-0.737	-0.737	-0.585	0	null
528	NOB1	null	0.415	-0.415	null	0	-1	-1.737	null
529	LSC1	0.555	0.585	0.132	0.225	0.363	0.281	0.059	-0.257
530	ELG1	-0.376	-0.26	0.163	0.295	0.405	0.433	-0.137	-0.034
531	YOR146W	0.03	0.072	0.544	0.323	0.437	-0.009	-0.214	-0.432
532	SPP2	0.278	0.77	0.373	0.251	0.299	-0.292	0.12	-0.184
533	MRPL23	0.357	0.608	0.239	-0.17	0.162	0.011	0.393	-0.073
534	ATG40	0.315	-0.672	-0.231	-0.407	-0.037	0.087	0.699	0.334
535	YOR238W	-0.289	0.044	0.277	0.016	0.373	0.037	0.361	0.172
536	ABP140	0.042	0.223	0.452	0.503	0.559	0.097	-0.128	-0.284
537	SSP2	-0.759	-0.278	-0.156	0.239	0.085	0.155	0.598	0.152
538	ESA1	-0.033	0.098	0.279	0.484	0.338	0.05	0.198	-0.128
539	ENV9	0.338	0.598	0.202	0.407	0.131	0.009	0.148	-0.049
540	YOR248W	0.768	0.455	0.158	0.326	0.102	-0.067	0.202	-0.332
541	MRS2	-0.222	-0.074	0.562	0	0.078	-0.663	-0.107	0.322
542	KRE5	-0.271	-0.348	0.387	-0.71	-0.29	-0.241	0.126	0.093
543	YOR338W	-0.621	2.907	0	-0.107	2.17	-0.441	-0.1	null
544	RPA43	null	0	-0.363	-0.138	1	-0.363	0.459	0.193
545	YOR342C	-0.585	1.459	1.585	0.531	0	-1.585	0	null
546	TYE7	1.242	0.799	0.51	0.205	-0.365	-1.527	-0.594	-0.505
547	PMA2	-0.126	-1.415	-0.363	0	-0.126	0.222	0.177	-0.684
548	MET31	-0.249	0.202	0.411	0.54	0.445	-0.22	0.08	-0.096
549	ISM1	-1.1	0.392	-0.907	0.064	0.17	-0.678	0	1.263
550	SSN3	0.175	-0.374	0.044	0.405	0.07	0.115	0.766	-0.051
551	YPL044C	0.192	-0.076	0.677	0.612	-0.087	-0.417	-0.759	-1.108
552	ELC1	0.28	0.044	-0.415	0.096	-0.469	0	-0.115	-1.716
553	COX11	0.162	0.374	0.279	0.213	0.379	-0.073	-0.066	-0.279
554	ODC1	0.459	0.326	0.223	0.216	0.226	-0.119	0.071	0.054
555	YPL136W	-0.033	-0.751	-0.096	-0.234	0.093	2.1	0.374	1.53
556	SPP1	-0.221	0.138	0.274	0.357	0.463	0	0.356	-0.007
557	MKK2	-0.228	0.132	0.069	-0.16	0.261	0.448	0.49	0.549
558	YPL142C	-0.053	0.575	0.759	0.37	0.622	0.122	-0.12	-0.065
559	CET1	0.061	0.221	0.49	0.108	0.053	0.173	-0.088	-0.088
560	USV1	0.121	-0.081	-0.433	-0.282	-0.366	0.322	1.04	1.252
561	SSO1	0.214	0.515	0.393	0.378	0.483	-0.304	0.04	0.031
562	VMA11	0.696	0.624	0.157	0.44	0.283	-0.325	-0.553	-0.197
563	ENV7	0.381	0.585	0.098	0.197	0.268	0.138	0.585	0.441
564	YPL238C	0.082	0.72	0.647	0.716	0.435	-0.04	-0.434	-0.39
565	TIF5	0.282	0.339	0.155	0.586	0.441	0.171	-0.088	0.102
566	RPL43A	0	1.099	0.104	0.642	0.585	-0.054	0.069	-0.259
567	THP3	0.032	0.11	0.142	0.226	0.048	1.265	0.519	0.319
568	MSF1	0.666	0.967	0.197	0.103	-0.061	0.02	0.307	0.319
569	ATG11	-0.144	-0.415	0.109	0.149	-0.147	0.8	0.308	0.816
570	MAK3	0.522	0.899	0.705	0.524	0.331	-0.492	-0.793	-0.702
571	RRP9	0.14	0	0.643	0.476	0.212	0.137	-0.487	-0.126
572	LOA1	0.058	0.338	0.385	0.249	0.482	0.218	-0.221	0.285
573	KAR3	-0.415	-0.409	-0.014	0.094	0.72	0.394	-0.069	-0.126
574	RRP15	0.07	0.504	0.278	0.738	0.163	-0.619	-0.855	-0.636
575	ASN1	0.273	-0.476	0.739	0.899	0.555	0.316	-0.534	-0.256
576	YPR147C	-0.31	0.123	-0.087	0.272	0.241	0.406	-0.387	0.869
577	GENOMIC 1X	0.119	-0.469	-0.119	0.149	-0.515	-0.133	0.049	-0.941
578	3XSSC	0.415	0.348	-0.072	0.431	0.222	0	-0.115	-0.737
579	GENOMIC 0.5X	-0.294	-0.979	-0.211	-0.394	-0.436	-0.665	0.042	-0.713
580	3XSSC	-1	0.7	0	0	-1.585	0.138	-0.652	null
581	GENOMIC 0.25X	-0.139	-0.71	0.427	-0.286	-0.085	-0.084	-0.045	-0.331
582	3XSSC	0.569	0.573	-1.047	0.142	-0.3	-0.193	0.474	0.067
