^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS34
!dataset_title = Heat shock from 37°C to 25°C time course
!dataset_description = Heat shock from 37°C to 25°C. Samples collected at 15, 30, 45, 60 and 90 minutes. Included as part of a detailed characterization of global expression programs triggered by environmental stress.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 11102521
!dataset_platform = GPL56
!dataset_platform_organism = Saccharomyces cerevisiae
!dataset_platform_technology_type = spotted DNA/cDNA
!dataset_feature_count = 8448
!dataset_sample_organism = Saccharomyces cerevisiae
!dataset_sample_type = RNA
!dataset_channel_count = 2
!dataset_sample_count = 5
!dataset_value_type = log ratio
!dataset_reference_series = GSE18
!dataset_order = ordered
!dataset_update_date = Nov 03 2005
^SUBSET = GDS34_1
!subset_dataset_id = GDS34
!subset_description = 15 minute
!subset_sample_id = GSM1019
!subset_type = time
^SUBSET = GDS34_2
!subset_dataset_id = GDS34
!subset_description = 30 minute
!subset_sample_id = GSM1020
!subset_type = time
^SUBSET = GDS34_3
!subset_dataset_id = GDS34
!subset_description = 45 minute
!subset_sample_id = GSM1021
!subset_type = time
^SUBSET = GDS34_4
!subset_dataset_id = GDS34
!subset_description = 60 minute
!subset_sample_id = GSM1022
!subset_type = time
^SUBSET = GDS34_5
!subset_dataset_id = GDS34
!subset_description = 90 minute
!subset_sample_id = GSM1023
!subset_type = time
^DATASET = GDS34
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM1019 = Value for GSM1019: 25C -- 15 min; src: 37C; src: 25C - 15 min
#GSM1020 = Value for GSM1020: 25C -- 30 min; src: 37C; src: 25C - 30 min
#GSM1021 = Value for GSM1021: 25C -- 45 min; src: 37C; src: 25C - 45 min
#GSM1022 = Value for GSM1022: 25C -- 60 min; src: 37C; src: 25C - 60 min
#GSM1023 = Value for GSM1023: 25C -- 90 min; src: 37C; src: 25C - 90 min
!dataset_table_begin
ID_REF	IDENTIFIER	GSM1019	GSM1020	GSM1021	GSM1022	GSM1023
409	YOR314W	-0.53	-0.712	-1.342	-1.951	-1.585
410	CIR2	0.439	0.076	null	0.126	-0.211
411	FIT3	0.313	-0.463	null	-0.179	0.328
412	RQC2	0.531	-0.184	0.254	-0.453	-0.228
413	YTA6	0.69	0.952	null	0.47	0.621
414	NOG1	2.25	2.422	1.729	0.962	1.06
415	PAI3	0.404	0.293	0.101	-0.47	-0.146
416	TMA20	0.264	0.644	0.497	0.709	0.333
417	YML058C-A	0.217	-0.043	-0.058	-1.97	-0.046
418	YMR324C	0.377	-1.296	-0.047	null	-0.787
419	YIL082W-A	0.175	0.054	-0.049	-0.384	-0.417
420	YHR214C-B	0.569	0.037	0.473	-1.328	-0.36
421	MRP10	0.208	0.079	-0.137	-0.091	0.433
422	PRP42	0.414	0.03	0.447	-0.062	0.184
423	SEC26	0.918	1.204	0.355	-1	0.67
424	AMD2	0.168	0.041	0.172	-0.588	0.076
425	PEX5	0.975	0.429	0.374	-0.074	0.026
426	PMP2	-0.508	-0.1	-0.167	0.38	0.388
427	LTE1	0.111	0.047	null	null	0.127
428	YAL065C	0.148	0.441	null	-0.024	0.471
429	PEP1	0.546	0.514	null	-2.718	1.301
430	BOI1	0.541	0.158	null	-0.524	0.814
431	ENA2	1.227	0.831	0.886	0.059	0.59
432	ARO1	0.474	1.037	1.063	-0.52	0.506
433	NUD1	0.468	0.272	0.408	0.021	0.322
434	SWI1	0.641	0.495	0.325	0.044	-0.104
435	TCO89	0.591	0.123	0.41	-0.197	0.148
436	RGC1	0.695	1	0.448	0.269	0.061
437	YPR147C	0.37	-0.058	-0.255	-0.017	0.119
438	YCL021W	0.304	0.461	0.287	0.185	-0.072
439	SNX4	-0.065	-0.196	-0.145	-0.511	-0.226
440	MHP1	0.589	0.146	0.128	0.432	null
441	MTR4	1.546	1.238	1.189	null	-0.858
442	NUP82	0.307	0.056	0.194	null	-0.467
443	KHA1	0.91	0.13	-0.072	null	0.073
444	YJL120W	-0.377	0.211	-0.163	null	0.416
445	GPB1	0.122	0.407	0.1	null	-0.189
446	FRE5	-0.121	-0.965	0.007	-1.377	-0.282
447	TFC8	-0.677	-0.532	-0.398	-0.595	-0.201
448	RAD1	0.762	0.243	0.578	-0.394	0.023
449	SVL3	0.404	0.485	0.768	0.386	1.152
450	YPL039W	0.376	null	null	-1.134	-0.027
451	YCR001W	0.668	0.255	null	null	null
452	PMP1	-0.129	0.301	0.307	0.675	0.588
453	YDL228C	0.241	0.519	0.346	0.506	0.658
454	OST4	0.197	0.401	0.242	0.477	0.88
455	COS7	-0.424	-0.122	0.225	-0.184	0.451
456	KCS1	0.77	0.518	0.308	-0.176	0.205
457	VPS8	0.483	0.165	null	-0.905	0.084
458	PSK1	0.605	-0.009	null	-0.065	0.446
459	PMT2	0.656	0.652	null	1.343	1.099
460	POP5	0.488	1.126	null	1.411	0.63
461	FLC2	0.74	0.773	null	null	-0.032
462	FLO9	0.312	0.194	null	null	-0.193
463	EMPTY	null	null	null	null	null
464	EMPTY	null	null	null	null	null
465	EMPTY	null	null	null	null	null
466	EMPTY	null	null	null	null	null
467	EMPTY	null	null	null	null	null
468	EMPTY	null	null	null	null	null
469	EMPTY	null	null	null	null	null
470	EMPTY	null	null	null	null	null
471	EMPTY	null	null	null	null	null
472	EMPTY	null	null	null	null	null
473	EMPTY	null	null	null	null	null
474	EMPTY	null	null	null	null	null
475	EMPTY	null	null	null	null	null
476	EMPTY	null	null	null	null	null
477	EMPTY	null	null	null	null	null
478	EMPTY	null	null	null	null	null
479	EMPTY	null	null	null	null	null
480	EMPTY	null	null	null	null	null
481	GENOMIC 1X	null	null	null	null	null
482	3XSSC	null	null	null	null	null
483	GENOMIC 0.5X	null	null	null	null	null
484	3XSSC	null	null	null	null	null
485	GENOMIC 0.25X	null	null	null	null	null
486	3XSSC	null	null	null	null	null
487	EMPTY	null	null	null	null	null
488	EMPTY	null	null	null	null	null
489	EMPTY	null	null	null	null	null
490	EMPTY	null	null	null	null	null
491	EMPTY	null	null	null	null	null
492	EMPTY	null	null	null	null	null
493	EMPTY	null	null	null	null	null
494	EMPTY	null	null	null	null	null
495	EMPTY	null	null	null	null	null
496	EMPTY	null	null	null	null	null
497	EMPTY	null	null	null	null	null
498	EMPTY	null	null	null	null	null
499	EMPTY	null	null	null	null	null
500	EMPTY	null	null	null	null	null
501	EMPTY	null	null	null	null	null
502	EMPTY	null	null	null	null	null
503	EMPTY	null	null	null	null	null
504	EMPTY	null	null	null	null	null
505	GENOMIC 1X	0.707	null	null	0.772	0.42
506	3XSSC	3.307	null	null	1.256	null
507	GENOMIC 0.5X	0.792	null	null	0.681	0.519
508	3XSSC	0.061	null	null	0.684	null
509	GENOMIC 0.25X	-0.064	null	null	null	1.432
510	3XSSC	1.193	null	null	null	null
511	EMPTY	-0.199	null	null	null	null
512	EMPTY	null	null	null	null	null
513	EMPTY	null	null	null	null	null
514	EMPTY	null	null	null	null	null
515	EMPTY	null	null	null	null	null
516	EMPTY	null	null	null	null	null
517	EMPTY	null	null	null	null	null
518	EMPTY	null	null	null	null	null
519	EMPTY	null	null	null	null	null
520	EMPTY	null	null	null	null	null
521	EMPTY	null	null	null	null	null
522	EMPTY	3.644	null	null	null	null
523	EMPTY	null	null	null	null	null
524	EMPTY	null	null	null	null	null
525	EMPTY	null	null	null	null	null
526	EMPTY	null	null	null	null	null
527	EMPTY	null	null	null	null	null
528	EMPTY	null	null	null	null	null
529	SEC66	0.246	0.503	0.434	0.758	0.578
530	UMP1	-0.021	-0.101	-0.144	0.396	0.271
531	SWD3	-0.229	-0.487	-0.377	-0.302	-0.054
532	EHT1	-0.561	null	-0.524	null	null
533	FZO1	0.146	0.025	0.11	-0.521	0.176
534	RPS6B	0.463	1.084	0.567	1.634	1.245
535	REI1	1.113	0.896	0.641	0.613	0.388
536	SDH8	-0.921	-0.888	-1.275	-0.866	-0.298
537	EFM2	0.775	1.072	0.349	0.827	0.228
538	UBX7	-0.8	-0.766	-0.405	-1.555	-0.585
539	RIF1	null	-1.046	0.16	-2.183	-0.678
540	YBR277C	-0.475	-0.492	-0.429	-0.601	-0.28
541	VAC17	0.189	0.221	0.374	0.253	0.584
542	CHA1	-1.037	-1.311	-1.68	-0.385	0.234
543	HMLALPHA1	-1.377	-0.394	-0.895	-0.993	-0.779
544	YCL068C	-1.057	-0.472	-0.282	-1.03	-0.406
545	YCL070/73C	-0.814	-0.042	-0.245	-1.459	-0.454
546	YCL075W	-3.212	-0.582	-0.194	-1.899	-1.853
547	CPR4	-0.896	-0.7	-1.107	0.315	-0.07
548	RSA4	0.939	0.934	0.809	0.441	0.27
549	YCR074C	-0.766	0.394	0.367	null	-0.788
550	FUB1	-0.305	-0.345	-0.699	-0.857	-0.644
551	PTC6	-0.237	0.05	-0.254	-1.144	-0.131
552	SRB8	0.547	0.251	0.26	-1.012	null
553	PRM7	2.441	1.094	0.824	null	null
554	NAT1	0.417	0.45	-0.171	0.442	0.916
555	SIR2	0.384	0.311	0.351	0.644	0.423
556	MTF2	-0.168	-0.053	-0.436	-0.616	-0.419
557	NPC2	0.46	0.441	0.47	0.604	0.867
558	STP4	-0.619	-1.022	-0.692	-0.56	-0.374
559	PPH21	0.347	0.502	0.012	0.491	0.55
560	RPL35B	0.602	0.978	0.912	1.427	1.15
561	RGT2	-0.217	0.086	-0.152	-0.274	-0.547
562	RPO21	0.91	null	0.592	0.708	0.728
563	CRD1	-0.419	-0.348	-0.277	0.145	0.252
564	YDL144C	-0.652	-0.03	-0.554	-0.872	-0.63
565	PTP1	-1.046	-0.145	null	null	-0.126
566	OST4	0.299	0.365	0.355	0.498	0.653
567	GYP7	0.222	0.221	0.419	-1.406	-0.059
568	PHO13	0.419	0.45	0.457	0.442	0.625
569	GUD1	-0.605	-0.493	-0.65	-1.079	-0.758
570	LRG1	-0.154	0.112	0.33	-0.073	-0.114
571	SHU2	-0.27	-0.092	-0.017	0.112	-0.384
572	VPS41	-0.113	0.065	-0.104	-0.72	-0.507
573	STN1	-0.208	-0.19	-0.29	-1.079	-0.713
574	TVP23	-0.544	-0.444	-0.269	-0.036	0.065
575	SSS1	0.137	0.758	0.703	1.09	0.861
576	SLU7	-0.145	0.007	0.034	0.223	-0.406
577	HMO1	0.543	0.689	1.08	1.188	1.076
578	NGG1	-0.139	-0.632	-0.004	-0.045	-0.315
579	SDH4	-0.442	-0.418	-0.271	0.035	0.023
580	SCC2	-0.195	0.016	0.605	null	null
581	CDC1	-0.248	-0.135	0.098	0.146	0.107
582	ATC1	0.937	0.962	0.898	0.248	0.055
583	DON1	-0.585	-0.507	-0.33	-0.838	-0.874
584	YDR274C	null	null	null	-1.182	-2.248
585	BSC2	0.648	0.728	-0.058	-0.168	-0.66
586	PMP3	-0.186	-0.226	-0.245	0.447	0.987
587	YDR278C	-3.959	-0.748	null	null	null
588	RRP45	0.701	0.952	0.351	0.985	0.593
589	YDR366C	0.222	0.421	0.155	0.141	-0.276
590	YPR1	-0.789	-0.943	-1.213	-0.711	-0.433
591	DXO1	0.499	0.647	0.542	0.594	0.111
592	VPS74	0.497	0.774	0.689	0.649	0.364
593	PHO92	-0.602	-0.227	-0.453	-0.656	-0.874
594	ARH1	-0.317	-0.36	-0.493	-0.342	-0.176
595	MRPL28	-0.627	-0.21	-0.868	-1.112	-0.201
596	SPP41	0.105	0.529	-0.116	null	0.184
597	PKH3	0.384	-0.01	-0.078	-0.737	-0.095
598	TLG1	-0.091	-0.065	-0.314	-0.259	-0.068
599	UGO1	0.007	0.089	-0.235	-0.151	-0.022
600	TRS31	0.181	0.216	0.25	0.075	0.182
601	SYN8	-0.118	0.592	0.152	null	0.531
602	TPD3	0.519	0.651	-0.035	null	0.18
603	LDS1	null	-2.339	0.143	null	null
604	ATS1	1.496	null	1.322	null	null
605	FUN26	-2.685	-2.42	null	null	0.837
606	LTE1	-2.155	-0.807	null	null	null
607	PDR3	0.708	0.176	0.651	-0.163	-0.166
608	YBL005W-B	0.463	0.496	0.174	-0.449	-0.203
609	SLA1	-0.256	-0.155	null	0.468	null
610	ALK2	-0.065	0.154	0.683	null	0.841
611	SCT1	1.082	0.906	0.812	0.482	0.774
612	FMT1	null	null	1.663	null	null
613	ATP1	0.21	0.435	-0.331	0.777	-0.056
614	ECM21	-0.168	-0.092	-0.184	-0.522	null
615	YBL100W-B	-0.183	null	null	null	null
616	RTG3	0.304	0.266	0.786	-0.576	-0.345
617	PKC1	0.689	0.019	1.138	-1.308	null
618	MIX23	0.337	0.629	0.598	0.29	0.055
619	ECM33	0.113	0.227	0.506	0.048	0.899
620	SEC18	0.874	null	0.676	-0.31	0.6
621	UBC4	-0.479	-0.266	-0.795	-0.025	-0.73
622	RPL19A	0.573	1.317	0.374	1.935	1.062
623	AAC3	0.006	0.19	-0.491	0.18	0.623
624	RFC5	-0.212	-0.09	0.387	0.241	0.397
625	VAC8	0.916	0.018	0.463	-1.207	0.938
626	EDC3	0.462	0.337	-0.023	-0.372	0.241
627	YEL0171C	-0.676	-0.204	-0.016	0.225	0.376
628	EAF5	-0.146	0.101	-0.117	-0.433	-0.119
629	YEL020C	-0.798	-0.918	null	-1.614	-0.037
630	GEA2	-1.158	0.302	null	-1.179	null
631	CHZ1	-0.556	-0.704	-0.586	-0.271	-0.453
632	FIR1	-0.154	-0.195	0.195	-0.714	0.316
633	YER034W	-0.701	-0.561	-0.227	null	-0.728
634	ARB1	0.968	1.527	1.207	1.399	0.889
635	KRE29	-0.259	-0.809	-0.239	-1.439	-0.908
636	GLN3	0.03	0.237	-0.045	-0.176	-0.393
637	YCK3	0.403	0.15	0.23	-0.599	-0.096
638	RSP5	0.461	0.344	0.454	0.292	0.439
639	LCP5	0.694	0.587	0.316	0.513	-0.233
640	SAK1	1.251	null	0.892	0.414	0.394
641	RPS26B	0.399	0.975	0.501	1.781	1.329
642	GLC7	0.253	0.482	0.595	0.152	0.454
643	STE2	-0.33	0.249	0.8	0.611	0.441
644	CAF16	0.43	0.644	0.309	0.065	-0.152
645	AGX1	-0.63	-0.318	-0.87	-0.637	-0.744
646	YFL032W	-0.197	-0.306	0.508	-1.63	1
647	MIL1	0.052	0.013	0.096	0.197	0.108
648	RPO41	1.31	0.367	0.4	-0.039	0.211
649	HXK1	0.325	-1.366	-1.427	-2.042	-1.611
650	IRC7	0.536	0.384	0.275	1.101	0.679
651	YFR057W	0.415	null	null	-0.834	-0.107
652	ERP6	-0.05	-0.299	0.154	0.472	0.359
653	RPN14	-0.186	0.187	-0.222	-0.103	-0.458
654	PMC1	-0.061	-0.602	-0.182	-0.361	0.321
655	NUP145	0.17	0.377	null	null	null
656	PAN2	0.298	-0.255	0.486	-0.849	0.069
657	TOS8	-0.645	-0.515	-0.506	null	-0.727
658	USE1	-0.451	-0.24	0.227	-0.319	-0.067
659	SEH1	-0.305	0.179	-0.013	1.16	0.094
660	YGL102C	-0.001	0.511	0.437	1.818	1.179
661	YGL188C	-0.099	-0.333	-0.182	0.943	1.147
662	CDC55	-0.133	-0.544	-0.112	-0.457	0.028
663	IME4	0.147	-0.223	0.137	-0.906	-0.06
664	HOS2	0.361	-0.002	0.601	-0.445	-0.081
665	DSD1	-0.862	-1.104	-1.05	-0.647	-0.433
666	YIP4	-0.396	-0.866	-0.687	-0.488	0.194
667	YGR021W	-0.788	-0.981	-0.812	-1.077	-0.98
668	MTL1	-0.469	-0.598	-0.643	-1.063	-0.624
669	YGR025W	-0.272	-0.563	-0.237	-1.013	0.142
670	RPS25A	0.364	0.81	0.453	1.42	1.221
671	ERV1	-0.327	-0.055	0.055	0.662	0.232
672	IMO32	-0.159	-0.231	0.042	-0.684	-0.166
673	YGR117C	-0.09	0.02	0.156	-0.4	-0.149
674	NUP57	0.068	0.46	0.211	-0.094	0.081
675	MEP1	-0.132	-0.259	0	-1.011	0.14
676	PPT1	0.959	1.047	0.806	0.275	0.889
677	YGR125W	-0.205	-0.406	-0.015	-0.721	-0.069
678	YGR127W	-0.81	-0.192	-0.305	-0.403	-0.224
679	RTA1	0.359	0.092	-0.072	-0.487	null
680	RSM27	0.016	-0.217	-0.373	-0.873	-0.146
681	CCH1	-0.426	-1.794	null	null	0.263
682	YGR219W	0.214	0.3	-0.238	null	0.196
683	TOS2	-0.087	-0.259	0.162	0.358	0.812
684	HSV2	0.155	0.253	-0.148	0.221	0.013
685	OTU2	0.08	0.102	0.329	0.225	0.11
686	RPS20	0.397	0.934	0.761	1.471	1.253
687	YHL017W	-0.165	-0.297	-0.051	-0.591	0.024
688	APM2	-0.424	null	-0.478	-0.618	-0.582
689	AIM17	-1.38	-1.521	-1.5	-1.128	-1.014
690	NPR3	0.301	0.146	0.171	-0.037	-0.073
691	MED6	-0.426	-0.675	-0.544	-0.968	-0.461
692	VMA22	-0.363	-0.257	-0.353	-0.155	-0.419
693	RPP1	-0.418	-0.261	-0.018	-0.297	0.031
694	SSZ1	0.472	0.661	0.749	0.51	0.724
695	SSF1	0.868	0.844	0.698	0.275	0.291
696	DYS1	0.314	0.517	0.633	0.787	0.791
697	SPO12	-0.121	-0.005	0.12	0.014	-0.117
698	RTT107	-1.205	0.868	0.213	-0.154	null
699	LIN1	-0.051	0.06	0.024	0.063	-0.043
700	KEL1	-0.098	-0.094	-0.077	0.3	0.216
701	PEX18	-0.765	-1.429	-0.522	-0.314	-0.605
702	MPC2	1.208	1.183	0.482	1.189	0.716
703	YIL029C	-0.027	-0.074	-0.223	-0.638	-0.747
704	ULP2	0.689	0.476	0.811	null	0.09
705	BCY1	-0.094	-0.343	-0.071	null	0.28
706	CKA1	-0.029	0.154	0.248	-0.002	0.08
707	PRM2	-0.818	-0.611	-0.354	0.087	-0.632
708	TED1	0.152	0.221	0.533	0.095	0.39
709	STH1	null	null	1.15	null	-0.541
710	MET18	1.04	0.545	0.744	-0.702	0.105
711	ASG1	0.543	0.676	0.36	-0.471	-0.433
712	CSM2	-1.175	null	-0.417	-0.838	-0.262
713	FLX1	0.096	null	0.029	-0.187	0.017
714	OM45	-1.574	-0.939	-0.423	-0.993	-1.341
715	PRE3	-0.416	0.072	-0.574	0.061	-0.128
716	COX16	-0.356	0.132	-0.243	0.208	0.077
717	CYR1	1.091	0.035	null	-0.837	0.967
718	YJL007C	-1.141	-1.192	null	-0.752	-0.888
719	YJL009W	0.162	0.128	0.945	0.358	0.48
720	RPC17	0.956	0.557	0.55	0.428	0.331
721	SAP185	1.133	1.474	0.524	0.64	0.976
722	LSB6	0.157	-0.5	-0.089	-0.084	-0.128
723	MEF2	-1.157	-0.693	-0.701	-0.893	-0.669
724	PAM16	0.133	0.351	-0.423	0.456	-0.023
725	IME2	0.28	-0.226	0.003	-1.016	-0.837
726	PRM10	-0.492	-0.476	-0.416	-0.763	-0.305
727	CDC6	-3.291	-3.506	null	-2.322	-1.485
728	ELO1	0.106	0.595	0.487	0.599	0.21
729	PHO90	0.91	0.876	0.714	0.837	0.835
730	ACO2	0.263	0.973	0.691	0.716	0.785
731	YJL202C	0.021	0.023	0.079	0.023	null
732	RCY1	0.138	0.133	0.233	-0.715	-0.311
733	ARP3	-0.258	-0.219	-0.345	0.449	0.209
734	YAE1	-0.878	null	0.988	null	0.263
735	HAM1	0.123	0.323	0.196	1.041	0.253
736	YJR071W	0.403	0.902	0.852	1.079	0.448
737	OPI3	-0.63	-0.499	-1.503	-0.582	-0.977
738	HOC1	0.011	0.484	-0.039	0.855	0.098
739	YJR162C	-0.238	-0.379	0.223	-0.167	-0.293
740	DID4	0.042	0.075	0.023	0.765	0.071
741	AUR1	0.775	0.689	0.696	0.323	0.675
742	YKL006BC	-0.389	-0.532	-0.451	0.143	-0.041
743	CAP1	-0.966	-1.173	-1.168	-0.669	-0.502
744	MRT4	1.457	1.597	1.385	1.318	0.889
745	YJU2	-0.615	-0.333	0.071	-1.61	-0.751
746	YKL097C	null	-0.826	-0.721	-0.934	-1.379
747	MTC2	-0.257	-0.299	-0.292	0.121	-0.285
748	YPF1	0.038	-0.411	-0.049	-0.646	0.343
749	YKL102C	-1.536	-0.975	-0.871	-1.297	null
750	GFA1	0.405	0.136	0.728	0.083	0.577
751	CNB1	-0.391	0.006	-0.289	0.364	-0.034
752	ACP1	-0.123	0.047	-0.629	0.189	0.274
753	MST1	-0.422	-0.692	-0.035	-0.787	0.014
754	YKT6	0.303	0.754	0.48	0.733	0.313
755	PTK1	-2.733	-0.491	-1.03	-1.152	-0.181
756	MNN4	-0.448	-0.724	-0.581	-1.324	-0.166
757	KTR2	0.384	0.278	-0.088	0.088	-0.258
758	LAS1	0.119	0.059	-0.015	-0.354	-0.39
759	PAM17	-0.283	-0.538	-0.49	-0.085	0.132
760	GPT2	-0.782	-0.781	-0.769	-0.318	-0.266
761	MET1	0.674	null	-0.157	-1.807	0.027
762	DRE2	0.443	0.582	0.474	0.163	-0.151
763	FRE6	-0.07	-0.391	-0.028	-0.784	0.202
764	YLL053C	-0.953	-0.86	-0.184	-0.806	-0.628
765	YCT1	0.182	-0.23	0.402	-0.702	-0.1
766	JLP1	0.169	-0.25	0.218	0	-0.364
767	YLL059C	0.313	-1.075	-0.836	-0.165	-0.558
768	MMP1	0.191	-0.291	-0.332	0.538	0.585
769	EMP46	-1.918	-1.901	-1.248	-1.324	-1.306
770	SRL2	-0.721	-0.307	-0.458	null	-0.671
771	RAX2	0.394	-0.156	0.628	-0.801	0.164
772	SMC4	0.597	0.281	0.169	-0.405	0.08
773	GAA1	0.141	0.062	-0.071	-0.107	0.283
774	XDJ1	0.012	-0.163	-0.142	0.408	-0.212
775	RFX1	-0.188	-0.272	-0.159	0.189	-0.108
776	TFS1	-0.873	-1.463	-1.283	-0.872	-2.41
777	SAM1	1.03	0.927	0.754	1.496	1.421
778	SWI6	-0.028	-0.375	0.022	0.291	0.177
779	YLR184W	-3.619	-1.575	-1.041	-0.689	-1.503
780	EMG1	1.307	1.718	0.622	1.26	0.777
781	YCS4	0.113	-0.125	0.226	-0.983	0.208
782	MCM5	0.176	0.364	0.269	0.661	-0.287
783	DBP9	1.041	0.995	0.929	0.432	0.495
784	YLR278C	0.312	1.009	0.023	null	0.019
785	YLR280C	null	null	-1.044	null	-0.553
786	YLR282C	-1.018	-1.093	-0.224	-1.276	-0.849
787	MDM30	0.046	-0.021	-0.041	-0.644	-0.5
788	ARC18	-0.692	-0.872	-0.59	-0.371	-0.017
789	ELO3	0.354	0.576	0.821	0.682	0.888
790	YLR374C	-0.988	-0.58	null	-1.381	-0.335
791	PSY3	-0.604	-0.576	0.011	0.067	-0.245
792	SEC61	0.372	0.091	0.509	0.584	0.86
793	YLR464W	-0.095	-0.172	-0.149	-0.297	-0.029
794	YRF1-4	0.832	-0.5	0.097	0.244	0.497
795	YPT7	0.176	0.073	0.353	0.521	0.618
796	YML003W	-0.159	0.136	0.032	-0.98	0.585
797	TRM12	-0.293	0.127	0.102	-0.281	-0.158
798	YAP1	0.401	0.186	0.498	0.564	0.36
799	YML108W	0.677	1.279	0.647	0.771	0.195
800	COQ5	-0.609	-0.761	-0.708	-0.377	-0.091
801	CTK3	-0.772	-0.265	null	-0.088	-0.33
802	TAF8	-0.651	-0.139	null	-0.149	-0.323
803	ATR1	1.052	0.687	-0.235	-0.608	0.653
804	NGL3	0.315	-0.603	-0.466	-0.38	-0.79
805	NAM7	0.974	0.663	0.894	-0.288	0.36
806	YMR082C	-0.351	null	-1.151	-1.82	-0.874
807	SEG1	-0.185	-0.376	-0.147	-0.817	-0.045
808	VBA1	0.319	0.072	0.21	-0.78	-0.02
809	YMR090W	-0.469	-0.48	-0.758	-1.005	-0.801
810	AIP1	-0.42	-0.953	-0.466	-1.148	-0.307
811	YMR187C	-0.427	-0.698	-0.593	-1.231	-0.827
812	GCV2	1.341	null	-0.544	null	-0.271
813	SPG5	-0.416	null	-0.932	-0.175	-0.547
814	MRPL24	-0.617	-0.679	-0.783	-0.599	-0.51
815	YMR196W	-0.959	-0.361	null	null	-1.421
816	CIK1	-0.807	-0.401	-0.513	-0.655	-0.183
817	JNM1	-0.282	-0.273	-0.353	-0.378	-0.368
818	LCB1	-0.07	0.282	0.132	0.984	0.6
819	LIP1	-0.503	-0.545	-0.647	0.002	-0.044
820	ADE4	1.815	1.253	0.771	0.361	0.294
821	YME2	-0.71	-0.561	-0.716	-0.834	-0.348
822	UBP15	-0.276	-0.873	-0.625	-1.218	-0.011
823	AQR1	1.215	1.151	1.114	0.177	0.126
824	RPL9B	0.357	0.834	0.601	1.228	1.002
825	RPL16B	0.557	0.85	0.955	1.459	1.387
826	LAT1	0.332	0.404	0.36	1.154	0.174
827	MSK1	-0.219	-0.256	-0.383	-0.219	0
828	IMP4	0.934	0.968	0.927	0.545	0.416
829	CBK1	0.466	0.343	0.374	-0.044	0.076
830	RIA1	1.08	0.856	0.043	-0.013	0.259
831	YNL165W	-0.243	0.252	0.108	0.913	0.232
832	SKO1	0.497	0.427	0.544	0.132	0.539
833	PSD1	-0.117	0.061	0.096	0.961	0.57
834	YNL171C	-0.132	-0.178	-0.145	0.248	-0.077
835	SIP3	0.448	null	0.357	-0.837	null
836	ATX1	0.189	0.168	0.206	0.511	0.643
837	ORC5	-0.245	0.034	0.165	-0.325	0.083
838	YIF1	-0.508	-0.175	-0.531	0.923	0.526
839	IST1	-0.326	-0.457	-0.146	-0.072	-0.219
840	PIK1	0.275	-0.13	0.142	-0.764	-0.125
841	YNR014W	-0.064	0.091	-0.292	-0.605	0.426
842	ACC1	1.212	null	1.567	null	-1.155
843	RCF2	1.586	-0.493	-0.084	-0.863	-0.028
844	ATP23	0.085	-0.22	-0.072	-0.691	null
845	MRPL50	0.005	-0.024	0.114	0.307	0.45
846	MPP6	0.509	0.422	0.381	0.278	-0.053
847	MSE1	-0.355	-0.503	-0.211	-0.979	-0.257
848	YOL035C	0.136	0.405	0.064	0.279	-0.057
849	YOL037C	1.267	0.358	0.563	-0.803	-0.095
850	RPP2A	0.767	0.661	0.866	1.082	1.816
851	NOP12	1.415	0.666	1.344	null	2.081
852	NTG2	-0.162	-0.071	0.018	-0.066	-0.491
853	YGK3	0.077	0.079	-0.293	0.083	-0.028
854	ALR1	0.781	0.673	0.637	0.333	0.294
855	GAS4	0.252	0.01	0.082	-0.14	-0.098
856	YOL134C	-0.162	-0.397	-0.498	-0.383	-0.43
857	PFK27	-0.272	-0.793	-0.398	-0.938	0.032
858	RTC1	0.314	0.277	0.135	0.394	0.16
859	ASE1	0.511	0.201	0.634	-0.724	0.023
860	SLD7	0.406	0.102	0.112	-1.054	-0.444
861	YOR062C	null	0.033	0.976	null	0.198
862	YNG1	-0.424	-0.414	-0.705	-0.073	-0.098
863	MSA1	-0.275	0.139	0.324	0.084	-0.184
864	VAM10	-0.256	-0.902	-0.737	-1.565	-0.409
865	SLP1	0.454	0.61	0.645	0.349	-0.051
866	NFI1	-1.743	-0.855	0.278	-1.162	-0.103
867	PET123	-0.224	-0.277	-0.305	-0.056	0.038
868	MTR10	0.569	0.378	0.583	-0.6	0.033
869	YRR1	0.266	-0.251	0.064	-0.53	-0.36
870	GET4	-0.39	-0.097	-0.187	-0.102	0.047
871	CLP1	0.208	0.044	0.024	-0.405	-0.022
872	TMA16	0.796	0.891	0.744	0.984	0.46
873	SEC63	0.285	0.488	0.819	0.221	0.546
874	TRE2	0.364	-0.082	0.403	-0.6	-0.235
875	HNT3	-0.03	0.113	-0.609	0.186	0.069
876	GCD1	0.373	0.326	0.639	-0.121	0.452
877	REV1	-0.13	1.407	null	1.446	-0.074
878	PUT4	null	-0.554	null	-1.856	0.814
